Customer,install_these,customerId,pathToSetupFolder,pathToPrinterConfig,Domain
BecketMA,,118,\\192.168.1.24\technet\Setup_Workstations\Setup_Becket_Workstation\,\\192.168.1.24\technet\Setup_Workstations\Scripts\setupConfigs\config_Printers_BecketMA.csv,AzureAd
